"size", "time", "only_vectors"
640, 0.010000, 0
640, 0.010000, 0
640, 0.010000, 0
640, 0.000000, 0
640, 0.010000, 0
640, 0.020000, 0
640, 0.020000, 0
720, 0.030000, 0
720, 0.010000, 0
720, 0.010000, 0
720, 0.010000, 0
720, 0.010000, 0
720, 0.010000, 0
720, 0.010000, 0
720, 0.010000, 0
720, 0.010000, 0
720, 0.010000, 0
800, 0.010000, 0
800, 0.020000, 0
800, 0.010000, 0
800, 0.010000, 0
800, 0.020000, 0
800, 0.010000, 0
800, 0.020000, 0
800, 0.010000, 0
800, 0.010000, 0
800, 0.010000, 0
880, 0.020000, 0
880, 0.010000, 0
880, 0.010000, 0
880, 0.020000, 0
880, 0.010000, 0
880, 0.010000, 0
880, 0.020000, 0
880, 0.010000, 0
880, 0.020000, 0
880, 0.010000, 0
960, 0.020000, 0
960, 0.030000, 0
960, 0.030000, 0
960, 0.020000, 0
960, 0.010000, 0
960, 0.020000, 0
960, 0.010000, 0
960, 0.020000, 0
960, 0.020000, 0
960, 0.020000, 0
1040, 0.030000, 0
1040, 0.030000, 0
1040, 0.020000, 0
1040, 0.020000, 0
1040, 0.020000, 0
1040, 0.020000, 0
1040, 0.020000, 0
1040, 0.020000, 0
1040, 0.030000, 0
1040, 0.020000, 0
1120, 0.040000, 0
1120, 0.020000, 0
1120, 0.020000, 0
1120, 0.030000, 0
1120, 0.020000, 0
1120, 0.030000, 0
1120, 0.020000, 0
1120, 0.030000, 0
1120, 0.060000, 0
1120, 0.030000, 0
1200, 0.050000, 0
1200, 0.030000, 0
1200, 0.020000, 0
1200, 0.030000, 0
1200, 0.030000, 0
1200, 0.030000, 0
1200, 0.030000, 0
1200, 0.040000, 0
1200, 0.020000, 0
1200, 0.040000, 0
1280, 0.050000, 0
1280, 0.030000, 0
1280, 0.030000, 0
1280, 0.040000, 0
1280, 0.020000, 0
1280, 0.030000, 0
1280, 0.030000, 0
1280, 0.030000, 0
1280, 0.030000, 0
1280, 0.030000, 0
1360, 0.050000, 0
1360, 0.040000, 0
1360, 0.030000, 0
1360, 0.040000, 0
1360, 0.040000, 0
1360, 0.030000, 0
1360, 0.040000, 0
1360, 0.030000, 0
1360, 0.060000, 0
1360, 0.040000, 0
1440, 0.070000, 0
1440, 0.050000, 0
1440, 0.030000, 0
1440, 0.050000, 0
1440, 0.040000, 0
1440, 0.040000, 0
1440, 0.040000, 0
1440, 0.030000, 0
1440, 0.040000, 0
1440, 0.050000, 0
1520, 0.070000, 0
1520, 0.050000, 0
1520, 0.040000, 0
1520, 0.050000, 0
1520, 0.040000, 0
1520, 0.040000, 0
1520, 0.050000, 0
1520, 0.040000, 0
1520, 0.050000, 0
1520, 0.050000, 0
1600, 0.100000, 0
1600, 0.050000, 0
1600, 0.060000, 0
1600, 0.040000, 0
1600, 0.050000, 0
1600, 0.050000, 0
1600, 0.050000, 0
1600, 0.050000, 0
1600, 0.050000, 0
1600, 0.050000, 0
1680, 0.080000, 0
1680, 0.070000, 0
1680, 0.050000, 0
1680, 0.040000, 0
1680, 0.060000, 0
1680, 0.060000, 0
1680, 0.050000, 0
1680, 0.050000, 0
1680, 0.050000, 0
1680, 0.070000, 0
1760, 0.090000, 0
1760, 0.080000, 0
1760, 0.060000, 0
1760, 0.060000, 0
1760, 0.070000, 0
1760, 0.080000, 0
1760, 0.050000, 0
1760, 0.060000, 0
1760, 0.070000, 0
1760, 0.060000, 0
1840, 0.090000, 0
1840, 0.080000, 0
1840, 0.070000, 0
1840, 0.070000, 0
1840, 0.090000, 0
1840, 0.070000, 0
1840, 0.090000, 0
1840, 0.070000, 0
1840, 0.080000, 0
1840, 0.080000, 0
1920, 0.110000, 0
1920, 0.090000, 0
1920, 0.080000, 0
1920, 0.070000, 0
1920, 0.080000, 0
1920, 0.070000, 0
1920, 0.090000, 0
1920, 0.080000, 0
1920, 0.060000, 0
1920, 0.090000, 0
2000, 0.110000, 0
2000, 0.100000, 0
2000, 0.090000, 0
2000, 0.080000, 0
2000, 0.080000, 0
2000, 0.070000, 0
2000, 0.070000, 0
2000, 0.070000, 0
2000, 0.080000, 0
2000, 0.090000, 0
2080, 0.120000, 0
2080, 0.130000, 0
2080, 0.130000, 0
2080, 0.130000, 0
2080, 0.130000, 0
2080, 0.130000, 0
2080, 0.130000, 0
2080, 0.160000, 0
2080, 0.120000, 0
2080, 0.140000, 0
2160, 0.140000, 0
2160, 0.140000, 0
2160, 0.130000, 0
2160, 0.140000, 0
2160, 0.140000, 0
2160, 0.180000, 0
2160, 0.130000, 0
2160, 0.150000, 0
2160, 0.140000, 0
2160, 0.130000, 0
2240, 0.150000, 0
2240, 0.140000, 0
2240, 0.160000, 0
2240, 0.150000, 0
2240, 0.180000, 0
2240, 0.150000, 0
2240, 0.150000, 0
2240, 0.140000, 0
2240, 0.180000, 0
2240, 0.160000, 0
2320, 0.160000, 0
2320, 0.170000, 0
2320, 0.160000, 0
2320, 0.160000, 0
2320, 0.160000, 0
2320, 0.180000, 0
2320, 0.160000, 0
2320, 0.160000, 0
2320, 0.160000, 0
2320, 0.160000, 0
2400, 0.170000, 0
2400, 0.210000, 0
2400, 0.170000, 0
2400, 0.170000, 0
2400, 0.180000, 0
2400, 0.170000, 0
2400, 0.170000, 0
2400, 0.180000, 0
2400, 0.180000, 0
2400, 0.160000, 0
2480, 0.200000, 0
2480, 0.170000, 0
2480, 0.190000, 0
2480, 0.190000, 0
2480, 0.180000, 0
2480, 0.200000, 0
2480, 0.190000, 0
2480, 0.180000, 0
2480, 0.180000, 0
2480, 0.190000, 0
2560, 0.200000, 0
2560, 0.200000, 0
2560, 0.260000, 0
2560, 0.250000, 0
2560, 0.200000, 0
2560, 0.190000, 0
2560, 0.200000, 0
2560, 0.190000, 0
2560, 0.240000, 0
2560, 0.190000, 0
2640, 0.200000, 0
2640, 0.200000, 0
2640, 0.220000, 0
2640, 0.210000, 0
2640, 0.210000, 0
2640, 0.210000, 0
2640, 0.270000, 0
2640, 0.460000, 0
2640, 0.260000, 0
2640, 0.280000, 0
2720, 0.340000, 0
2720, 0.250000, 0
2720, 0.280000, 0
2720, 0.230000, 0
2720, 0.250000, 0
2720, 0.260000, 0
2720, 0.210000, 0
2720, 0.270000, 0
2720, 0.230000, 0
2720, 0.310000, 0
2800, 0.230000, 0
2800, 0.270000, 0
2800, 0.230000, 0
2800, 0.290000, 0
2800, 0.230000, 0
2800, 0.280000, 0
2800, 0.240000, 0
2800, 0.330000, 0
2800, 0.230000, 0
2800, 0.280000, 0
2880, 0.240000, 0
2880, 0.340000, 0
2880, 0.240000, 0
2880, 0.280000, 0
2880, 0.230000, 0
2880, 0.330000, 0
2880, 0.270000, 0
2880, 0.280000, 0
2880, 0.270000, 0
2880, 0.320000, 0
2960, 0.290000, 0
2960, 0.250000, 0
2960, 0.330000, 0
2960, 0.270000, 0
2960, 0.280000, 0
2960, 0.250000, 0
2960, 0.340000, 0
2960, 0.260000, 0
2960, 0.350000, 0
2960, 0.290000, 0
3040, 0.330000, 0
3040, 0.330000, 0
3040, 0.280000, 0
3040, 0.350000, 0
3040, 0.380000, 0
3040, 0.290000, 0
3040, 0.400000, 0
3040, 0.310000, 0
3040, 0.320000, 0
3040, 0.390000, 0
3120, 0.370000, 0
3120, 0.310000, 0
3120, 0.390000, 0
3120, 0.400000, 0
3120, 0.430000, 0
3120, 0.390000, 0
3120, 0.320000, 0
3120, 0.380000, 0
3120, 0.330000, 0
3120, 0.350000, 0
3200, 0.440000, 0
3200, 0.370000, 0
3200, 0.370000, 0
3200, 0.390000, 0
3200, 0.330000, 0
3200, 0.390000, 0
3200, 0.360000, 0
3200, 0.360000, 0
3200, 0.350000, 0
3200, 0.320000, 0
3280, 0.340000, 0
3280, 0.350000, 0
3280, 0.360000, 0
3280, 0.340000, 0
3280, 0.350000, 0
3280, 0.390000, 0
3280, 0.330000, 0
3280, 0.340000, 0
3280, 0.340000, 0
3280, 0.310000, 0
3360, 0.400000, 0
3360, 0.440000, 0
3360, 0.440000, 0
3360, 0.450000, 0
3360, 0.440000, 0
3360, 0.460000, 0
3360, 0.600000, 0
3360, 0.650000, 0
3360, 0.430000, 0
3360, 0.370000, 0
3440, 0.360000, 0
3440, 0.370000, 0
3440, 0.360000, 0
3440, 0.350000, 0
3440, 0.410000, 0
3440, 0.380000, 0
3440, 0.360000, 0
3440, 0.390000, 0
3440, 0.410000, 0
3440, 0.360000, 0
3520, 0.380000, 0
3520, 0.400000, 0
3520, 0.380000, 0
3520, 0.410000, 0
3520, 0.390000, 0
3520, 0.400000, 0
3520, 0.430000, 0
3520, 0.390000, 0
3520, 0.450000, 0
3520, 0.410000, 0
3600, 0.420000, 0
3600, 0.450000, 0
3600, 0.390000, 0
3600, 0.430000, 0
3600, 0.390000, 0
3600, 0.380000, 0
3600, 0.410000, 0
3600, 0.370000, 0
3600, 0.380000, 0
3600, 0.410000, 0
